,AdrActCnt,CapAct1yrUSD,PriceUSD,times,OneDayReturn,NextDayReturn
602,9343.0,1638704909.20493,0.0790614509773571,2019-05-18,-0.04307760185443654,0.10312906763977492
603,9921.0,1809577151.6206,0.0872149847028997,2019-05-19,0.10312906763977492,-0.026199576694434068
604,9635.0,1764602383.44599,0.0849299890222722,2019-05-20,-0.026199576694434068,-0.0005203795541691703
605,9456.0,1764380220.84667,0.0848857931924492,2019-05-21,-0.0005203795541691703,-0.08049385052709146
606,10425.0,1623556589.01584,0.0780530088433426,2019-05-22,-0.08049385052709146,0.0294235230817792
607,9751.0,1671188613.35329,0.080349603350647,2019-05-23,0.0294235230817792,0.0022404524636878698
608,10303.0,1677284792.33171,0.0805296228174303,2019-05-24,0.0022404524636878698,-0.0012890094533825058
609,8971.0,1677248910.48473,0.0804258193723413,2019-05-25,-0.0012890094533825058,0.07361273579815131
610,8608.0,1802549532.9297,0.0863461839651473,2019-05-26,0.07361273579815131,0.06151719938791089
611,11320.0,1916950125.674,0.0916579593805165,2019-05-27,0.06151719938791089,0.014046739992425339
612,11118.0,1947162236.6033,0.0929454549041709,2019-05-28,0.014046739992425339,-0.01984502167603497
613,10626.0,1911111688.28362,0.0911009503369087,2019-05-29,-0.01984502167603497,-0.07870428790937789
614,10956.0,1760362042.37062,0.0839309149127747,2019-05-30,-0.07870428790937789,0.06343388834444186
615,9700.0,1871740081.51691,0.0892549791979985,2019-05-31,0.06343388834444186,0.018393676690289462
616,7998.0,1905422438.77503,0.090896706428365,2019-06-01,0.018393676690289462,0.05748522111318688
617,9813.0,2015726983.88337,0.09612192369586,2019-06-02,0.05748522111318688,-0.0798642579358182
618,12136.0,1856147901.05151,0.0884452175885268,2019-06-03,-0.0798642579358182,-0.07831976476454594
619,11136.0,1711577374.9031337276452518769813,0.0815182089524443,2019-06-04,-0.07831976476454594,0.01435961214007997
620,9157.0,1739715869.0990983785441015683432,0.0826887788153554,2019-06-05,0.01435961214007997,0.0073820506544746145
621,8951.0,1753354484.519152760914772464524,0.083299191569127,2019-06-06,0.0073820506544746145,0.02772614882818014
622,8978.0,1801649474.2986313963384376766231,0.0856087573518397,2019-06-07,0.02772614882818014,-0.018218367361701793
623,8291.0,1769644993.960716485711747292855,0.0840491055610251,2019-06-08,-0.018218367361701793,-0.06184907242469284
624,8162.0,1661122539.3589954254821120256918,0.0788507463439506,2019-06-09,-0.06184907242469284,0.08056369360323967
625,8261.0,1795786779.1897651872115197219804,0.0852032537127914,2019-06-10,0.08056369360323967,0.03215681098791623
626,8719.0,1852213757.4249906711677577503103,0.0879431186379891,2019-06-11,0.03215681098791623,0.09112622389229874
627,12613.0,2025547024.122570371614066550987,0.0959570429567815,2019-06-12,0.09112622389229874,-0.06415992504625934
628,9641.0,1892530287.6958902596252803377067,0.0898004462730137,2019-06-13,-0.06415992504625934,0.006362679742435873
629,10048.0,1905409463.6232022938595063410668,0.0903718177533767,2019-06-14,0.006362679742435873,0.015164558231885339
630,9305.0,1932983259.6168156629764122546337,0.0917422664462191,2019-06-15,0.015164558231885339,0.007442828797320722
631,8552.0,1947185481.5140257994462670836675,0.0924250884288565,2019-06-16,0.007442828797320722,0.010004501152837575
632,9909.0,1970184293.6706536792809623953805,0.0933497553325941,2019-06-17,0.010004501152837575,-0.04948943446366627
633,9214.0,1873212677.7694977724240988047744,0.0887299287338624,2019-06-18,-0.04948943446366627,0.01180115241050772
634,9350.0,1897524825.0250882482308131911096,0.0897770441462242,2019-06-19,0.01180115241050772,-0.025142514584062803
635,9676.0,1850224010.0353140874372563299562,0.0875198235044637,2019-06-20,-0.025142514584062803,0.0
